WKT,csquare_area,surface_sar,subsurface_sar,ecoregion,stat_rec,c_square,lat,lon
"POLYGON ((-3.85 46.7,-3.85 46.75,-3.8 46.75,-3.8 46.7,-3.85 46.7))",21.1890850345404,821.838596054864,65.1548360244942,Bay of Biscay and the Iberian Coast,"22E6",7400:363:478:1,46.725,-3.825
"POLYGON ((-3.45 46.75,-3.45 46.8,-3.4 46.8,-3.4 46.75,-3.45 46.75))",21.169437671766,1466.44384870332,325.034401837696,Bay of Biscay and the Iberian Coast,"22E6",7400:363:374:3,46.775,-3.425
"POLYGON ((-4.3 47.05,-4.3 47.1,-4.25 47.1,-4.25 47.05,-4.3 47.05))",21.0512154692583,46.6424328084606,4.22832668439751,Bay of Biscay and the Iberian Coast,"23E5",7400:374:102:4,47.075,-4.275
"POLYGON ((-1.7 43.45,-1.7 43.5,-1.65 43.5,-1.65 43.45,-1.7 43.45))",22.4308758675513,210.055235857298,20.3517124106491,Bay of Biscay and the Iberian Coast,"15E8",7400:131:246:4,43.475,-1.675
"POLYGON ((-2.65 45.8,-2.65 45.85,-2.6 45.85,-2.6 45.8,-2.65 45.8))",21.5399637995939,976.118164877774,193.680023175486,Bay of Biscay and the Iberian Coast,"20E7",7400:352:486:1,45.825,-2.625
"POLYGON ((-6.35 47.5,-6.35 47.55,-6.3 47.55,-6.3 47.5,-6.35 47.5))",20.8728010644773,1753.7164114178,136.974540514814,Bay of Biscay and the Iberian Coast,"24E3",7400:476:353:1,47.525,-6.325
"POLYGON ((-2.55 46.3,-2.55 46.35,-2.5 46.35,-2.5 46.3,-2.55 46.3))",21.345681771724,225.315206038411,14.3140826401475,Bay of Biscay and the Iberian Coast,"21E7",7400:362:235:1,46.325,-2.525
"POLYGON ((-1.3 44.55,-1.3 44.6,-1.25 44.6,-1.25 44.55,-1.3 44.55))",22.0184602737614,217.493434702516,25.9180306164535,Bay of Biscay and the Iberian Coast,"18E8",7400:141:352:4,44.575,-1.275
"POLYGON ((-2.6 46.3,-2.6 46.35,-2.55 46.35,-2.55 46.3,-2.6 46.3))",21.345681771724,356.973272242419,60.5023527453618,Bay of Biscay and the Iberian Coast,"21E7",7400:362:235:2,46.325,-2.575
"POLYGON ((-3.5 47.65,-3.5 47.7,-3.45 47.7,-3.45 47.65,-3.5 47.65))",20.8130429320685,111.921806275775,34.4943322017879,Bay of Biscay and the Iberian Coast,"24E6",7400:373:364:4,47.675,-3.475
"POLYGON ((-1.85 46.0,-1.85 46.05,-1.8 46.05,-1.8 46.0,-1.85 46.0))",21.4624470048903,948.179223739123,120.723134584841,Bay of Biscay and the Iberian Coast,"21E8",7400:361:208:1,46.025,-1.825
"POLYGON ((-2.65 46.75,-2.65 46.8,-2.6 46.8,-2.6 46.75,-2.65 46.75))",21.169437671766,268.036067004065,23.1013490340518,Bay of Biscay and the Iberian Coast,"22E7",7400:362:476:3,46.775,-2.625
"POLYGON ((-3.95 46.4,-3.95 46.45,-3.9 46.45,-3.9 46.4,-3.95 46.4))",21.3066298237563,227.945736530307,17.8527497655374,Bay of Biscay and the Iberian Coast,"21E6",7400:363:249:1,46.425,-3.925
"POLYGON ((-4.95 47.95,-4.95 48.0,-4.9 48.0,-4.9 47.95,-4.95 47.95))",20.6930991270069,265.810799512447,21.9742296916707,Bay of Biscay and the Iberian Coast,"24E5",7400:374:499:3,47.975,-4.925
"POLYGON ((-7.3 47.75,-7.3 47.8,-7.25 47.8,-7.25 47.75,-7.3 47.75))",20.773124901659,383.048409164519,29.8777759148325,Bay of Biscay and the Iberian Coast,"24E2",7400:477:372:4,47.775,-7.275
"POLYGON ((-1.5 43.9,-1.5 43.95,-1.45 43.95,-1.45 43.9,-1.5 43.9))",22.2631511074778,1224.07384475866,139.040845182374,Bay of Biscay and the Iberian Coast,"16E8",7400:131:394:2,43.925,-1.475
"POLYGON ((-1.25 44.75,-1.25 44.8,-1.2 44.8,-1.2 44.75,-1.25 44.75))",21.9425992081578,334.490168623765,43.958531364346,Bay of Biscay and the Iberian Coast,"18E8",7400:141:372:3,44.775,-1.225
"POLYGON ((-4.3 47.5,-4.3 47.55,-4.25 47.55,-4.25 47.5,-4.3 47.5))",20.8728010644773,4307.31166453322,1263.70793783575,Bay of Biscay and the Iberian Coast,"24E5",7400:374:352:2,47.525,-4.275
"POLYGON ((-4 46.65,-4 46.7,-3.95 46.7,-3.95 46.65,-4 46.65))",21.2087162609048,916.580310793383,71.1097496519549,Bay of Biscay and the Iberian Coast,"22E6",7400:363:469:4,46.675,-3.975
"POLYGON ((-3 46.45,-3 46.5,-2.95 46.5,-2.95 46.45,-3 46.45))",21.2870795034463,1829.38714640326,513.583370218871,Bay of Biscay and the Iberian Coast,"21E7",7400:362:249:4,46.475,-2.975
"POLYGON ((-3.55 46.15,-3.55 46.2,-3.5 46.2,-3.5 46.15,-3.55 46.15))",21.4041377390889,181.460614962508,14.1295356084936,Bay of Biscay and the Iberian Coast,"21E6",7400:363:215:3,46.175,-3.525
"POLYGON ((-1.95 45.0,-1.95 45.05,-1.9 45.05,-1.9 45.0,-1.95 45.0))",21.8473970046568,1122.32210905693,725.564512534832,Bay of Biscay and the Iberian Coast,"19E8",7400:351:209:1,45.025,-1.925
"POLYGON ((-2.55 45.6,-2.55 45.65,-2.5 45.65,-2.5 45.6,-2.55 45.6))",21.6172181366362,841.157230674804,380.595601462856,Bay of Biscay and the Iberian Coast,"20E7",7400:352:465:1,45.625,-2.525
"POLYGON ((-3.55 46.8,-3.55 46.85,-3.5 46.85,-3.5 46.8,-3.55 46.8))",21.1497741875439,1705.98692790879,372.387617187049,Bay of Biscay and the Iberian Coast,"22E6",7400:363:485:1,46.825,-3.525
"POLYGON ((-2.05 44.4,-2.05 44.45,-2 44.45,-2 44.4,-2.05 44.4))",22.0751800593981,307.323648697544,21.7777482792241,Bay of Biscay and the Iberian Coast,"17E7",7400:142:140:1,44.425,-2.025
"POLYGON ((-5.15 47.25,-5.15 47.3,-5.1 47.3,-5.1 47.25,-5.15 47.25))",20.9720798392507,1407.03953636876,109.873569167746,Bay of Biscay and the Iberian Coast,"23E4",7400:475:121:3,47.275,-5.125
"POLYGON ((-3.95 46.35,-3.95 46.4,-3.9 46.4,-3.9 46.35,-3.95 46.35))",21.3261639181409,99.1851648042426,8.71729270614664,Bay of Biscay and the Iberian Coast,"21E6",7400:363:239:3,46.375,-3.925
"POLYGON ((-4.55 47.75,-4.55 47.8,-4.5 47.8,-4.5 47.75,-4.55 47.75))",20.773124901659,1045.42280526287,303.514713284237,Bay of Biscay and the Iberian Coast,"24E5",7400:374:475:3,47.775,-4.525
"POLYGON ((-2 45.85,-2 45.9,-1.95 45.9,-1.95 45.85,-2 45.85))",21.5206091694831,223.857835470462,30.3076018895205,Bay of Biscay and the Iberian Coast,"20E8",7400:351:489:4,45.875,-1.975
"POLYGON ((-1.7 44.85,-1.7 44.9,-1.65 44.9,-1.65 44.85,-1.7 44.85))",21.9045683560896,341.247388858244,98.4713330099345,Bay of Biscay and the Iberian Coast,"18E8",7400:141:486:4,44.875,-1.675
"POLYGON ((-1.8 45.05,-1.8 45.1,-1.75 45.1,-1.75 45.05,-1.8 45.05))",21.8283065926631,1560.79851754297,181.083507424133,Bay of Biscay and the Iberian Coast,"19E8",7400:351:207:4,45.075,-1.775
"POLYGON ((-2.85 45.5,-2.85 45.55,-2.8 45.55,-2.8 45.5,-2.85 45.5))",21.6557465892468,493.195514646634,38.66144785979,Bay of Biscay and the Iberian Coast,"20E7",7400:352:458:1,45.525,-2.825
"POLYGON ((-4.85 46.85,-4.85 46.9,-4.8 46.9,-4.8 46.85,-4.85 46.85))",21.1300945968488,380.150789588802,29.4338233903667,Bay of Biscay and the Iberian Coast,"22E5",7400:364:488:3,46.875,-4.825
"POLYGON ((-5.5 47.55,-5.5 47.6,-5.45 47.6,-5.45 47.55,-5.5 47.55))",20.8528975623398,240.029025661847,18.7453219236288,Bay of Biscay and the Iberian Coast,"24E4",7400:475:354:4,47.575,-5.475
"POLYGON ((-4.7 46.65,-4.7 46.7,-4.65 46.7,-4.65 46.65,-4.7 46.65))",21.2087162609048,79.5417388373042,6.18551524652152,Bay of Biscay and the Iberian Coast,"22E5",7400:364:466:4,46.675,-4.675
"POLYGON ((-6.7 47.55,-6.7 47.6,-6.65 47.6,-6.65 47.55,-6.7 47.55))",20.8528975623398,174.905523787636,13.5124624461698,Bay of Biscay and the Iberian Coast,"24E3",7400:476:456:4,47.575,-6.675
"POLYGON ((-3.45 45.85,-3.45 45.9,-3.4 45.9,-3.4 45.85,-3.45 45.85))",21.5206091694831,77.4302914275966,6.03956273135254,Bay of Biscay and the Iberian Coast,"20E6",7400:353:384:3,45.875,-3.425
"POLYGON ((-2.8 46.1,-2.8 46.15,-2.75 46.15,-2.75 46.1,-2.8 46.1))",21.4235904809527,497.907905805986,124.70183392438,Bay of Biscay and the Iberian Coast,"21E7",7400:362:217:2,46.125,-2.775
"POLYGON ((-2.7 46.25,-2.7 46.3,-2.65 46.3,-2.65 46.25,-2.7 46.25))",21.3651833696418,1894.89605749289,509.709860882561,Bay of Biscay and the Iberian Coast,"21E7",7400:362:226:4,46.275,-2.675
"POLYGON ((-5.55 47.5,-5.55 47.55,-5.5 47.55,-5.5 47.5,-5.55 47.5))",20.8728010644773,280.207215830915,21.9488133310847,Bay of Biscay and the Iberian Coast,"24E4",7400:475:455:1,47.525,-5.525
"POLYGON ((-7.85 47.8,-7.85 47.85,-7.8 47.85,-7.8 47.8,-7.85 47.8))",20.753142149394,199.237959273137,15.5405608233047,Bay of Biscay and the Iberian Coast,"24E2",7400:477:488:1,47.825,-7.825
"POLYGON ((-5.85 47.3,-5.85 47.35,-5.8 47.35,-5.8 47.3,-5.85 47.3))",20.9522559661749,384.310012348884,32.3877423863361,Bay of Biscay and the Iberian Coast,"23E4",7400:475:238:1,47.325,-5.825
"POLYGON ((-5.4 47.6,-5.4 47.65,-5.35 47.65,-5.35 47.6,-5.4 47.6))",20.8329781798137,531.350220505466,41.7715473230103,Bay of Biscay and the Iberian Coast,"24E4",7400:475:363:2,47.625,-5.375
"POLYGON ((-4.1 47.2,-4.1 47.25,-4.05 47.25,-4.05 47.2,-4.1 47.2))",20.9918877411755,1926.5073945731,405.536214605114,Bay of Biscay and the Iberian Coast,"23E5",7400:374:120:2,47.225,-4.075
"POLYGON ((-4.6 46.4,-4.6 46.45,-4.55 46.45,-4.55 46.4,-4.6 46.4))",21.3066298237563,111.142344342273,8.53871439256496,Bay of Biscay and the Iberian Coast,"21E5",7400:364:245:2,46.425,-4.575
"POLYGON ((-1.4 44.75,-1.4 44.8,-1.35 44.8,-1.35 44.75,-1.4 44.75))",21.9425992081578,2086.92537032826,283.06179448026,Bay of Biscay and the Iberian Coast,"18E8",7400:141:373:4,44.775,-1.375
"POLYGON ((-3.45 45.65,-3.45 45.7,-3.4 45.7,-3.4 45.65,-3.45 45.65))",21.5979292093146,267.715387398929,20.858979266412,Bay of Biscay and the Iberian Coast,"20E6",7400:353:364:3,45.675,-3.425
"POLYGON ((-3.25 46.15,-3.25 46.2,-3.2 46.2,-3.2 46.15,-3.25 46.15))",21.4041377390889,1018.48508360727,80.7614975019505,Bay of Biscay and the Iberian Coast,"21E6",7400:363:112:3,46.175,-3.225
"POLYGON ((-3.05 46.95,-3.05 47.0,-3 47.0,-3 46.95,-3.05 46.95))",21.0906871559989,2377.9816487883,299.915123587861,Bay of Biscay and the Iberian Coast,"22E6",7400:363:390:3,46.975,-3.025
"POLYGON ((-3.95 46.7,-3.95 46.75,-3.9 46.75,-3.9 46.7,-3.95 46.7))",21.1890850345404,776.406757448149,62.4089863025472,Bay of Biscay and the Iberian Coast,"22E6",7400:363:479:1,46.725,-3.925
"POLYGON ((-2.65 45.75,-2.65 45.8,-2.6 45.8,-2.6 45.75,-2.65 45.75))",21.5593020260853,819.781081996223,127.161738660535,Bay of Biscay and the Iberian Coast,"20E7",7400:352:476:3,45.775,-2.625
"POLYGON ((-1.7 46.0,-1.7 46.05,-1.65 46.05,-1.65 46.0,-1.7 46.0))",21.4624470048903,2228.34563932419,302.674890038994,Bay of Biscay and the Iberian Coast,"21E8",7400:361:206:2,46.025,-1.675
"POLYGON ((-3.6 47.6,-3.6 47.65,-3.55 47.65,-3.55 47.6,-3.6 47.6))",20.8329781798137,963.029973476234,292.563278079668,Bay of Biscay and the Iberian Coast,"24E6",7400:373:465:2,47.625,-3.575
"POLYGON ((-3.1 46.25,-3.1 46.3,-3.05 46.3,-3.05 46.25,-3.1 46.25))",21.3651833696418,517.198643958099,46.2263924201143,Bay of Biscay and the Iberian Coast,"21E6",7400:363:120:4,46.275,-3.075
"POLYGON ((-4.35 46.6,-4.35 46.65,-4.3 46.65,-4.3 46.6,-4.35 46.6))",21.2283313359092,263.195969955235,20.4663566809057,Bay of Biscay and the Iberian Coast,"22E5",7400:364:363:1,46.625,-4.325
"POLYGON ((-3.2 46.35,-3.2 46.4,-3.15 46.4,-3.15 46.35,-3.2 46.35))",21.3261639181409,394.28711630675,33.648028118776,Bay of Biscay and the Iberian Coast,"21E6",7400:363:131:4,46.375,-3.175
"POLYGON ((-1.85 45.55,-1.85 45.6,-1.8 45.6,-1.8 45.55,-1.85 45.55))",21.6364906015059,3550.233781416,613.42185204621,Bay of Biscay and the Iberian Coast,"20E8",7400:351:458:3,45.575,-1.825
"POLYGON ((-4.3 47.1,-4.3 47.15,-4.25 47.15,-4.25 47.1,-4.3 47.1))",21.0314555712456,132.267736059498,15.8331948556057,Bay of Biscay and the Iberian Coast,"23E5",7400:374:112:2,47.125,-4.275
"POLYGON ((-1.5 45.2,-1.5 45.25,-1.45 45.25,-1.45 45.2,-1.5 45.2))",21.7709356756676,555.594300783126,102.252142275526,Bay of Biscay and the Iberian Coast,"19E8",7400:351:124:2,45.225,-1.475
"POLYGON ((-2.6 45.4,-2.6 45.45,-2.55 45.45,-2.55 45.4,-2.6 45.4))",21.6942090746976,310.827797947842,24.1495133489046,Bay of Biscay and the Iberian Coast,"19E7",7400:352:245:2,45.425,-2.575
"POLYGON ((-3.8 46.5,-3.8 46.55,-3.75 46.55,-3.75 46.5,-3.8 46.5))",21.2675129720992,485.209595289372,38.0450888354007,Bay of Biscay and the Iberian Coast,"22E6",7400:363:457:2,46.525,-3.775
"POLYGON ((-3.55 47.65,-3.55 47.7,-3.5 47.7,-3.5 47.65,-3.55 47.65))",20.8130429320685,154.091377414733,45.6202660086348,Bay of Biscay and the Iberian Coast,"24E6",7400:373:465:3,47.675,-3.525
"POLYGON ((-3.75 47.05,-3.75 47.1,-3.7 47.1,-3.7 47.05,-3.75 47.05))",21.0512154692583,1618.91379043714,416.737089478768,Bay of Biscay and the Iberian Coast,"23E6",7400:373:207:3,47.075,-3.725
"POLYGON ((-1.8 45.0,-1.8 45.05,-1.75 45.05,-1.75 45.0,-1.8 45.0))",21.8473970046568,1169.97315815039,131.957747816409,Bay of Biscay and the Iberian Coast,"19E8",7400:351:207:2,45.025,-1.775
"POLYGON ((-1.6 43.95,-1.6 44.0,-1.55 44.0,-1.55 43.95,-1.6 43.95))",22.2444300616171,745.995809959831,72.2126798360388,Bay of Biscay and the Iberian Coast,"16E8",7400:131:495:4,43.975,-1.575
"POLYGON ((-1.9 43.95,-1.9 44.0,-1.85 44.0,-1.85 43.95,-1.9 43.95))",22.2444300616171,389.346054262592,30.2203233936268,Bay of Biscay and the Iberian Coast,"16E8",7400:131:498:4,43.975,-1.875
"POLYGON ((-2.15 44.35,-2.15 44.4,-2.1 44.4,-2.1 44.35,-2.15 44.35))",22.0940530513753,373.817385383226,41.4521385314322,Bay of Biscay and the Iberian Coast,"17E7",7400:142:131:3,44.375,-2.125
"POLYGON ((-4.85 47.2,-4.85 47.25,-4.8 47.25,-4.8 47.2,-4.85 47.2))",20.9918877411755,753.440993943705,60.0895154290888,Bay of Biscay and the Iberian Coast,"23E5",7400:374:228:1,47.225,-4.825
"POLYGON ((-2.9 47.3,-2.9 47.35,-2.85 47.35,-2.85 47.3,-2.9 47.3))",20.9522559661749,31.427832837278,7.61991203869598,Bay of Biscay and the Iberian Coast,"23E7",7400:372:238:2,47.325,-2.875
"POLYGON ((-5.55 47.1,-5.55 47.15,-5.5 47.15,-5.5 47.1,-5.55 47.1))",21.0314555712456,300.107402124815,23.0630691019141,Bay of Biscay and the Iberian Coast,"23E4",7400:475:215:1,47.125,-5.525
"POLYGON ((-6 47.8,-6 47.85,-5.95 47.85,-5.95 47.8,-6 47.8))",20.753142149394,373.705002132649,29.1489901663466,Bay of Biscay and the Iberian Coast,"24E4",7400:475:489:2,47.825,-5.975
"POLYGON ((-2.55 47.25,-2.55 47.3,-2.5 47.3,-2.5 47.25,-2.55 47.25))",20.9720798392507,23.0129225952143,2.45324919236253,Bay of Biscay and the Iberian Coast,"23E7",7400:372:225:3,47.275,-2.525
"POLYGON ((-3.05 47.5,-3.05 47.55,-3 47.55,-3 47.5,-3.05 47.5))",20.8728010644773,16.4665188545468,2.37920376310992,Bay of Biscay and the Iberian Coast,"24E6",7400:373:350:1,47.525,-3.025
"POLYGON ((-3.15 45.45,-3.15 45.5,-3.1 45.5,-3.1 45.45,-3.15 45.45))",21.6749860851946,280.396186774607,21.8709025684194,Bay of Biscay and the Iberian Coast,"19E6",7400:353:141:3,45.475,-3.125
"POLYGON ((-6.25 47.7,-6.25 47.75,-6.2 47.75,-6.2 47.7,-6.25 47.7))",20.7930918342857,1164.50529033872,91.4050949195441,Bay of Biscay and the Iberian Coast,"24E3",7400:476:372:1,47.725,-6.225
"POLYGON ((-3.85 46.6,-3.85 46.65,-3.8 46.65,-3.8 46.6,-3.85 46.6))",21.2283313359092,930.197294467747,72.4759904124541,Bay of Biscay and the Iberian Coast,"22E6",7400:363:468:1,46.625,-3.825
"POLYGON ((-3.4 46.2,-3.4 46.25,-3.35 46.25,-3.35 46.2,-3.4 46.2))",21.3846686970431,652.350261376141,52.1897005164724,Bay of Biscay and the Iberian Coast,"21E6",7400:363:123:2,46.225,-3.375
"POLYGON ((-2.95 46.3,-2.95 46.35,-2.9 46.35,-2.9 46.3,-2.95 46.3))",21.345681771724,805.426382581346,192.191258353956,Bay of Biscay and the Iberian Coast,"21E7",7400:362:239:1,46.325,-2.925
"POLYGON ((-4.7 46.95,-4.7 47.0,-4.65 47.0,-4.65 46.95,-4.7 46.95))",21.0906871559989,467.451020119876,36.4383219391746,Bay of Biscay and the Iberian Coast,"22E5",7400:364:496:4,46.975,-4.675
"POLYGON ((-4.6 46.45,-4.6 46.5,-4.55 46.5,-4.55 46.45,-4.6 46.45))",21.2870795034463,96.0933293754995,7.2237543536914,Bay of Biscay and the Iberian Coast,"21E5",7400:364:245:4,46.475,-4.575
"POLYGON ((-3.75 45.95,-3.75 46.0,-3.7 46.0,-3.7 45.95,-3.75 45.95))",21.4818507573732,198.847314424893,15.4486069864228,Bay of Biscay and the Iberian Coast,"20E6",7400:353:497:3,45.975,-3.725
"POLYGON ((-4.35 46.75,-4.35 46.8,-4.3 46.8,-4.3 46.75,-4.35 46.75))",21.169437671766,325.029857182048,25.1341389097281,Bay of Biscay and the Iberian Coast,"22E5",7400:364:373:3,46.775,-4.325
"POLYGON ((-5.6 47.45,-5.6 47.5,-5.55 47.5,-5.55 47.45,-5.6 47.45))",20.8926886710687,398.061633872183,32.093830762275,Bay of Biscay and the Iberian Coast,"23E4",7400:475:245:4,47.475,-5.575
"POLYGON ((-3.2 47.25,-3.2 47.3,-3.15 47.3,-3.15 47.25,-3.2 47.25))",20.9720798392507,43.4683515206877,5.77773087172428,Bay of Biscay and the Iberian Coast,"23E6",7400:373:121:4,47.275,-3.175
"POLYGON ((-3.75 46.5,-3.75 46.55,-3.7 46.55,-3.7 46.5,-3.75 46.5))",21.2675129720992,363.78304530022,28.3679549378558,Bay of Biscay and the Iberian Coast,"22E6",7400:363:457:1,46.525,-3.725
"POLYGON ((-2.8 46.95,-2.8 47.0,-2.75 47.0,-2.75 46.95,-2.8 46.95))",21.0906871559989,3406.30389844484,435.180513693508,Bay of Biscay and the Iberian Coast,"22E7",7400:362:497:4,46.975,-2.775
"POLYGON ((-5.85 47.85,-5.85 47.9,-5.8 47.9,-5.8 47.85,-5.85 47.85))",20.7331435927084,472.62797991206,37.8281028078169,Bay of Biscay and the Iberian Coast,"24E4",7400:475:488:3,47.875,-5.825
"POLYGON ((-4.35 47.1,-4.35 47.15,-4.3 47.15,-4.3 47.1,-4.35 47.1))",21.0314555712456,551.677446047672,45.4541342078298,Bay of Biscay and the Iberian Coast,"23E5",7400:374:113:1,47.125,-4.325
"POLYGON ((-4.35 46.5,-4.35 46.55,-4.3 46.55,-4.3 46.5,-4.35 46.5))",21.2675129720992,155.347193967158,12.0802321167256,Bay of Biscay and the Iberian Coast,"22E5",7400:364:353:1,46.525,-4.325
"POLYGON ((-4.2 46.7,-4.2 46.75,-4.15 46.75,-4.15 46.7,-4.2 46.7))",21.1890850345404,293.668639989376,22.8535745722159,Bay of Biscay and the Iberian Coast,"22E5",7400:364:371:2,46.725,-4.175
"POLYGON ((-3.5 47.15,-3.5 47.2,-3.45 47.2,-3.45 47.15,-3.5 47.15))",21.0116796568646,1143.80041285915,299.334172293578,Bay of Biscay and the Iberian Coast,"23E6",7400:373:114:4,47.175,-3.475
"POLYGON ((-2.85 45.8,-2.85 45.85,-2.8 45.85,-2.8 45.8,-2.85 45.8))",21.5399637995939,1048.242063365,115.624530255739,Bay of Biscay and the Iberian Coast,"20E7",7400:352:488:1,45.825,-2.825
"POLYGON ((-5.1 47.6,-5.1 47.65,-5.05 47.65,-5.05 47.6,-5.1 47.6))",20.8329781798137,2017.25226263601,200.301697303208,Bay of Biscay and the Iberian Coast,"24E4",7400:475:360:2,47.625,-5.075
"POLYGON ((-3.15 47.25,-3.15 47.3,-3.1 47.3,-3.1 47.25,-3.15 47.25))",20.9720798392507,9.50711206494185,4.05605495255385,Bay of Biscay and the Iberian Coast,"23E6",7400:373:121:3,47.275,-3.125
"POLYGON ((-2.55 47.2,-2.55 47.25,-2.5 47.25,-2.5 47.2,-2.55 47.2))",20.9918877411755,18.4721875228395,2.00192356328781,Bay of Biscay and the Iberian Coast,"23E7",7400:372:225:1,47.225,-2.525
"POLYGON ((-1.6 43.9,-1.6 43.95,-1.55 43.95,-1.55 43.9,-1.6 43.9))",22.2631511074778,547.356989554755,53.1418147217076,Bay of Biscay and the Iberian Coast,"16E8",7400:131:495:2,43.925,-1.575
"POLYGON ((-1.85 44.65,-1.85 44.7,-1.8 44.7,-1.8 44.65,-1.85 44.65))",21.9805632192634,519.67432715148,75.6039349455911,Bay of Biscay and the Iberian Coast,"18E8",7400:141:468:3,44.675,-1.825
"POLYGON ((-3.55 47.3,-3.55 47.35,-3.5 47.35,-3.5 47.3,-3.55 47.3))",20.9522559661749,322.017107183864,87.7542738876637,Bay of Biscay and the Iberian Coast,"23E6",7400:373:235:1,47.325,-3.525
"POLYGON ((-4.8 47.35,-4.8 47.4,-4.75 47.4,-4.75 47.35,-4.8 47.35))",20.9324161370446,947.040940443835,76.8758032531415,Bay of Biscay and the Iberian Coast,"23E5",7400:374:237:4,47.375,-4.775
"POLYGON ((-8.05 47.75,-8.05 47.8,-8 47.8,-8 47.75,-8.05 47.75))",20.773124901659,190.794015832397,15.3882181085572,Bay of Biscay and the Iberian Coast,"24E1",7400:478:370:3,47.775,-8.025
"POLYGON ((-3.8 46.8,-3.8 46.85,-3.75 46.85,-3.75 46.8,-3.8 46.8))",21.1497741875439,374.963545335869,31.2352493929338,Bay of Biscay and the Iberian Coast,"22E6",7400:363:487:2,46.825,-3.775
"POLYGON ((-4.75 46.75,-4.75 46.8,-4.7 46.8,-4.7 46.75,-4.75 46.75))",21.169437671766,304.205476458945,23.6550133250515,Bay of Biscay and the Iberian Coast,"22E5",7400:364:477:3,46.775,-4.725
"POLYGON ((-5.7 47.25,-5.7 47.3,-5.65 47.3,-5.65 47.25,-5.7 47.25))",20.9720798392507,688.4178780871,55.1254055161569,Bay of Biscay and the Iberian Coast,"23E4",7400:475:226:4,47.275,-5.675
"POLYGON ((-2.85 45.65,-2.85 45.7,-2.8 45.7,-2.8 45.65,-2.85 45.65))",21.5979292093146,553.839766767088,43.4890002588361,Bay of Biscay and the Iberian Coast,"20E7",7400:352:468:3,45.675,-2.825
"POLYGON ((-3.55 45.8,-3.55 45.85,-3.5 45.85,-3.5 45.8,-3.55 45.8))",21.5399637995939,81.6896825753441,6.37179524087684,Bay of Biscay and the Iberian Coast,"20E6",7400:353:485:1,45.825,-3.525
"POLYGON ((-2.3 45.6,-2.3 45.65,-2.25 45.65,-2.25 45.6,-2.3 45.6))",21.6172181366362,829.555922816437,235.623900605285,Bay of Biscay and the Iberian Coast,"20E7",7400:352:362:2,45.625,-2.275
"POLYGON ((-5.45 47.7,-5.45 47.75,-5.4 47.75,-5.4 47.7,-5.45 47.7))",20.7930918342857,835.433471367531,65.2480226576105,Bay of Biscay and the Iberian Coast,"24E4",7400:475:374:1,47.725,-5.425
"POLYGON ((-7.4 47.65,-7.4 47.7,-7.35 47.7,-7.35 47.65,-7.4 47.65))",20.8130429320685,325.351372371,25.377407044938,Bay of Biscay and the Iberian Coast,"24E2",7400:477:363:4,47.675,-7.375
"POLYGON ((-4.85 46.8,-4.85 46.85,-4.8 46.85,-4.8 46.8,-4.85 46.8))",21.1497741875439,386.807849287779,30.0083986875984,Bay of Biscay and the Iberian Coast,"22E5",7400:364:488:1,46.825,-4.825
"POLYGON ((-2.9 47.15,-2.9 47.2,-2.85 47.2,-2.85 47.15,-2.9 47.15))",21.0116796568646,4212.97080954596,561.916058172307,Bay of Biscay and the Iberian Coast,"23E7",7400:372:218:4,47.175,-2.875
"POLYGON ((-5.75 47.65,-5.75 47.7,-5.7 47.7,-5.7 47.65,-5.75 47.65))",20.8130429320685,403.443010154287,32.6015511858476,Bay of Biscay and the Iberian Coast,"24E4",7400:475:467:3,47.675,-5.725
"POLYGON ((-1.55 45.55,-1.55 45.6,-1.5 45.6,-1.5 45.55,-1.55 45.55))",21.6364906015059,327.753093701805,52.7171398941168,Bay of Biscay and the Iberian Coast,"20E8",7400:351:455:3,45.575,-1.525
"POLYGON ((-1.95 45.65,-1.95 45.7,-1.9 45.7,-1.9 45.65,-1.95 45.65))",21.5979292093146,1569.52320457105,1410.94873791459,Bay of Biscay and the Iberian Coast,"20E8",7400:351:469:3,45.675,-1.925
"POLYGON ((-1.9 45.05,-1.9 45.1,-1.85 45.1,-1.85 45.05,-1.9 45.05))",21.8283065926631,915.326109572938,607.461641626726,Bay of Biscay and the Iberian Coast,"19E8",7400:351:208:4,45.075,-1.875
"POLYGON ((-4 47.4,-4 47.45,-3.95 47.45,-3.95 47.4,-4 47.4))",20.9125603669689,3556.21244195715,1011.04446475975,Bay of Biscay and the Iberian Coast,"23E6",7400:373:249:2,47.425,-3.975
"POLYGON ((-5.15 47.05,-5.15 47.1,-5.1 47.1,-5.1 47.05,-5.15 47.05))",21.0512154692583,990.775278654075,77.1430197636968,Bay of Biscay and the Iberian Coast,"23E4",7400:475:101:3,47.075,-5.125
"POLYGON ((-4.4 46.75,-4.4 46.8,-4.35 46.8,-4.35 46.75,-4.4 46.75))",21.169437671766,350.001036665151,27.2189822443745,Bay of Biscay and the Iberian Coast,"22E5",7400:364:373:4,46.775,-4.375
"POLYGON ((-3.1 45.65,-3.1 45.7,-3.05 45.7,-3.05 45.65,-3.1 45.65))",21.5979292093146,384.474176524354,29.9889857688996,Bay of Biscay and the Iberian Coast,"20E6",7400:353:360:4,45.675,-3.075
