WKT,csquare_area,surface_sar,subsurface_sar,ecoregion,stat_rec,c_square,lat,lon
"POLYGON ((-4.25 46.75,-4.25 46.8,-4.2 46.8,-4.2 46.75,-4.25 46.75))",21.169437671766,790.357241955412,61.5160702766161,Bay of Biscay and the Iberian Coast,"22E5",7400:364:372:3,46.775,-4.225
"POLYGON ((-2.3 45.85,-2.3 45.9,-2.25 45.9,-2.25 45.85,-2.3 45.85))",21.5206091694831,1313.33412752549,157.521611296828,Bay of Biscay and the Iberian Coast,"20E7",7400:352:382:4,45.875,-2.275
"POLYGON ((-1.65 45.95,-1.65 46.0,-1.6 46.0,-1.6 45.95,-1.65 45.95))",21.4818507573732,1917.94694801457,251.012926251928,Bay of Biscay and the Iberian Coast,"20E8",7400:351:496:3,45.975,-1.625
"POLYGON ((-6.25 47.75,-6.25 47.8,-6.2 47.8,-6.2 47.75,-6.25 47.75))",20.773124901659,945.33484706772,75.4643518019932,Bay of Biscay and the Iberian Coast,"24E3",7400:476:372:3,47.775,-6.225
"POLYGON ((-3.9 46.95,-3.9 47.0,-3.85 47.0,-3.85 46.95,-3.9 46.95))",21.0906871559989,973.694450414587,89.4065656785279,Bay of Biscay and the Iberian Coast,"22E6",7400:363:498:4,46.975,-3.875
"POLYGON ((-2.05 44.45,-2.05 44.5,-2 44.5,-2 44.45,-2.05 44.45))",22.056290256211,426.286470886654,30.4990887168677,Bay of Biscay and the Iberian Coast,"17E7",7400:142:140:3,44.475,-2.025
"POLYGON ((-1.85 45.5,-1.85 45.55,-1.8 45.55,-1.8 45.5,-1.85 45.5))",21.6557465892468,1505.68939698579,171.826916783641,Bay of Biscay and the Iberian Coast,"20E8",7400:351:458:1,45.525,-1.825
"POLYGON ((-3.1 47.05,-3.1 47.1,-3.05 47.1,-3.05 47.05,-3.1 47.05))",21.0512154692583,5400.39145814984,660.46555212521,Bay of Biscay and the Iberian Coast,"23E6",7400:373:100:4,47.075,-3.075
"POLYGON ((-1.7 43.7,-1.7 43.75,-1.65 43.75,-1.65 43.7,-1.7 43.7))",22.3378656049651,314.851435009207,27.0162776451597,Bay of Biscay and the Iberian Coast,"16E8",7400:131:476:2,43.725,-1.675
"POLYGON ((-4.6 47.9,-4.6 47.95,-4.55 47.95,-4.55 47.9,-4.6 47.9))",20.7131292468321,873.839326547445,95.6410990164642,Bay of Biscay and the Iberian Coast,"24E5",7400:374:495:2,47.925,-4.575
"POLYGON ((-3.5 46.2,-3.5 46.25,-3.45 46.25,-3.45 46.2,-3.5 46.2))",21.3846686970431,638.184445713769,49.9675980251637,Bay of Biscay and the Iberian Coast,"21E6",7400:363:124:2,46.225,-3.475
"POLYGON ((-3.5 46.15,-3.5 46.2,-3.45 46.2,-3.45 46.15,-3.5 46.15))",21.4041377390889,413.190604875255,32.2164057085663,Bay of Biscay and the Iberian Coast,"21E6",7400:363:114:4,46.175,-3.475
"POLYGON ((-1.55 45.2,-1.55 45.25,-1.5 45.25,-1.5 45.2,-1.55 45.2))",21.7709356756676,585.607265787648,99.8339094881595,Bay of Biscay and the Iberian Coast,"19E8",7400:351:225:1,45.225,-1.525
"POLYGON ((-1.75 43.65,-1.75 43.7,-1.7 43.7,-1.7 43.65,-1.75 43.65))",22.3565017367251,197.049614088827,15.4048744708121,Bay of Biscay and the Iberian Coast,"16E8",7400:131:467:3,43.675,-1.725
"POLYGON ((-1.95 44.8,-1.95 44.85,-1.9 44.85,-1.9 44.8,-1.95 44.8))",21.9235921300082,745.998686412757,143.471762684509,Bay of Biscay and the Iberian Coast,"18E8",7400:141:489:1,44.825,-1.925
"POLYGON ((-2.9 46.1,-2.9 46.15,-2.85 46.15,-2.85 46.1,-2.9 46.1))",21.4235904809527,527.69381628415,58.214539056715,Bay of Biscay and the Iberian Coast,"21E7",7400:362:218:2,46.125,-2.875
"POLYGON ((-5.7 47.6,-5.7 47.65,-5.65 47.65,-5.65 47.6,-5.7 47.6))",20.8329781798137,983.706016675013,80.7401462094163,Bay of Biscay and the Iberian Coast,"24E4",7400:475:466:2,47.625,-5.675
"POLYGON ((-1.3 44.65,-1.3 44.7,-1.25 44.7,-1.25 44.65,-1.3 44.65))",21.9805632192634,1946.796758765,239.65305148672,Bay of Biscay and the Iberian Coast,"18E8",7400:141:362:4,44.675,-1.275
"POLYGON ((-3.45 46.1,-3.45 46.15,-3.4 46.15,-3.4 46.1,-3.45 46.1))",21.4235904809527,318.398582569899,24.862399527806,Bay of Biscay and the Iberian Coast,"21E6",7400:363:114:1,46.125,-3.425
"POLYGON ((-2.4 46.7,-2.4 46.75,-2.35 46.75,-2.35 46.7,-2.4 46.7))",21.1890850345404,4.75915145035953,0.436597424851763,Bay of Biscay and the Iberian Coast,"22E7",7400:362:373:2,46.725,-2.375
"POLYGON ((-2.85 47.0,-2.85 47.05,-2.8 47.05,-2.8 47.0,-2.85 47.0))",21.0709593358547,1351.49944766775,153.216840804017,Bay of Biscay and the Iberian Coast,"23E7",7400:372:208:1,47.025,-2.825
"POLYGON ((-4.5 47.8,-4.5 47.85,-4.45 47.85,-4.45 47.8,-4.5 47.8))",20.753142149394,2020.37344812972,476.900292477356,Bay of Biscay and the Iberian Coast,"24E5",7400:374:384:2,47.825,-4.475
"POLYGON ((-2.25 46.05,-2.25 46.1,-2.2 46.1,-2.2 46.05,-2.25 46.05))",21.4430269078204,437.478776289228,44.8423710986106,Bay of Biscay and the Iberian Coast,"21E7",7400:362:102:3,46.075,-2.225
"POLYGON ((-2.15 45.65,-2.15 45.7,-2.1 45.7,-2.1 45.65,-2.15 45.65))",21.5979292093146,1154.5989806186,175.995084066529,Bay of Biscay and the Iberian Coast,"20E7",7400:352:361:3,45.675,-2.125
"POLYGON ((-2.1 46.25,-2.1 46.3,-2.05 46.3,-2.05 46.25,-2.1 46.25))",21.3651833696418,916.226002755758,354.704104023331,Bay of Biscay and the Iberian Coast,"21E7",7400:362:120:4,46.275,-2.075
"POLYGON ((-4.45 46.95,-4.45 47.0,-4.4 47.0,-4.4 46.95,-4.45 46.95))",21.0906871559989,801.941627437816,64.0323973213191,Bay of Biscay and the Iberian Coast,"22E5",7400:364:394:3,46.975,-4.425
"POLYGON ((-2.85 46.25,-2.85 46.3,-2.8 46.3,-2.8 46.25,-2.85 46.25))",21.3651833696418,4048.29806989121,1125.42484917841,Bay of Biscay and the Iberian Coast,"21E7",7400:362:228:3,46.275,-2.825
"POLYGON ((-2.65 46.1,-2.65 46.15,-2.6 46.15,-2.6 46.1,-2.65 46.1))",21.4235904809527,3271.51221274083,921.468045676013,Bay of Biscay and the Iberian Coast,"21E7",7400:362:216:1,46.125,-2.625
"POLYGON ((-2.4 46.35,-2.4 46.4,-2.35 46.4,-2.35 46.35,-2.4 46.35))",21.3261639181409,1583.65312747414,204.164721730472,Bay of Biscay and the Iberian Coast,"21E7",7400:362:133:4,46.375,-2.375
"POLYGON ((-4.65 47.3,-4.65 47.35,-4.6 47.35,-4.6 47.3,-4.65 47.3))",20.9522559661749,755.360505004854,67.742777476809,Bay of Biscay and the Iberian Coast,"23E5",7400:374:236:1,47.325,-4.625
"POLYGON ((-4.95 47.25,-4.95 47.3,-4.9 47.3,-4.9 47.25,-4.95 47.25))",20.9720798392507,947.013016759718,74.542045763346,Bay of Biscay and the Iberian Coast,"23E5",7400:374:229:3,47.275,-4.925
"POLYGON ((-2.1 45.85,-2.1 45.9,-2.05 45.9,-2.05 45.85,-2.1 45.85))",21.5206091694831,1031.08449355919,117.257907819554,Bay of Biscay and the Iberian Coast,"20E7",7400:352:380:4,45.875,-2.075
"POLYGON ((-2.65 46.25,-2.65 46.3,-2.6 46.3,-2.6 46.25,-2.65 46.25))",21.3651833696418,100.433145914867,17.6372866726822,Bay of Biscay and the Iberian Coast,"21E7",7400:362:226:3,46.275,-2.625
"POLYGON ((-1.65 44.2,-1.65 44.25,-1.6 44.25,-1.6 44.2,-1.65 44.2))",22.1505710163854,360.761176789218,33.2711739829751,Bay of Biscay and the Iberian Coast,"17E8",7400:141:226:1,44.225,-1.625
"POLYGON ((-2.8 46.0,-2.8 46.05,-2.75 46.05,-2.75 46.0,-2.8 46.0))",21.4624470048903,615.851835460703,64.6247630213962,Bay of Biscay and the Iberian Coast,"21E7",7400:362:207:2,46.025,-2.775
"POLYGON ((-5.25 47.85,-5.25 47.9,-5.2 47.9,-5.2 47.85,-5.25 47.85))",20.7331435927084,369.867803497899,29.09195443336,Bay of Biscay and the Iberian Coast,"24E4",7400:475:382:3,47.875,-5.225
"POLYGON ((-1.75 45.85,-1.75 45.9,-1.7 45.9,-1.7 45.85,-1.75 45.85))",21.5206091694831,264.95681276059,28.6674735119672,Bay of Biscay and the Iberian Coast,"20E8",7400:351:487:3,45.875,-1.725
"POLYGON ((-2.1 46.1,-2.1 46.15,-2.05 46.15,-2.05 46.1,-2.1 46.1))",21.4235904809527,342.342927657159,35.6717710475063,Bay of Biscay and the Iberian Coast,"21E7",7400:362:110:2,46.125,-2.075
"POLYGON ((-2.4 46.55,-2.4 46.6,-2.35 46.6,-2.35 46.55,-2.4 46.55))",21.2479302446158,1269.32110310323,133.951430890662,Bay of Biscay and the Iberian Coast,"22E7",7400:362:353:4,46.575,-2.375
"POLYGON ((-2.6 47.1,-2.6 47.15,-2.55 47.15,-2.55 47.1,-2.6 47.1))",21.0314555712456,10.5436417659477,1.08839743687559,Bay of Biscay and the Iberian Coast,"23E7",7400:372:215:2,47.125,-2.575
"POLYGON ((-1.7 45.95,-1.7 46.0,-1.65 46.0,-1.65 45.95,-1.7 45.95))",21.4818507573732,1309.55507902665,171.621266654841,Bay of Biscay and the Iberian Coast,"20E8",7400:351:496:4,45.975,-1.675
"POLYGON ((-3.7 46.2,-3.7 46.25,-3.65 46.25,-3.65 46.2,-3.7 46.2))",21.3846686970431,187.48365962492,14.5807519364432,Bay of Biscay and the Iberian Coast,"21E6",7400:363:226:2,46.225,-3.675
"POLYGON ((-1.7 45.9,-1.7 45.95,-1.65 45.95,-1.65 45.9,-1.7 45.9))",21.5012381504922,1284.55997558183,156.386216663298,Bay of Biscay and the Iberian Coast,"20E8",7400:351:496:2,45.925,-1.675
"POLYGON ((-1.4 45.25,-1.4 45.3,-1.35 45.3,-1.35 45.25,-1.4 45.25))",21.7517788582093,688.888251382172,79.7778992445784,Bay of Biscay and the Iberian Coast,"19E8",7400:351:123:4,45.275,-1.375
"POLYGON ((-2.6 46.4,-2.6 46.45,-2.55 46.45,-2.55 46.4,-2.6 46.4))",21.3066298237563,973.343030638571,339.591476291533,Bay of Biscay and the Iberian Coast,"21E7",7400:362:245:2,46.425,-2.575
"POLYGON ((-1.8 45.55,-1.8 45.6,-1.75 45.6,-1.75 45.55,-1.8 45.55))",21.6364906015059,1993.31457706321,242.464944014655,Bay of Biscay and the Iberian Coast,"20E8",7400:351:457:4,45.575,-1.775
"POLYGON ((-2.25 46.45,-2.25 46.5,-2.2 46.5,-2.2 46.45,-2.25 46.45))",21.2870795034463,464.490435455187,56.7500042016252,Bay of Biscay and the Iberian Coast,"21E7",7400:362:142:3,46.475,-2.225
"POLYGON ((-1.45 45.3,-1.45 45.35,-1.4 45.35,-1.4 45.3,-1.45 45.3))",21.7326054758252,577.398587435873,63.5262951503379,Bay of Biscay and the Iberian Coast,"19E8",7400:351:134:1,45.325,-1.425
"POLYGON ((-1.6 45.2,-1.6 45.25,-1.55 45.25,-1.55 45.2,-1.6 45.2))",21.7709356756676,740.46194536354,190.003370319044,Bay of Biscay and the Iberian Coast,"19E8",7400:351:225:2,45.225,-1.575
"POLYGON ((-2.5 45.25,-2.5 45.3,-2.45 45.3,-2.45 45.25,-2.5 45.25))",21.7517788582093,833.107887997732,183.701051137185,Bay of Biscay and the Iberian Coast,"19E7",7400:352:124:4,45.275,-2.475
"POLYGON ((-2.3 45.5,-2.3 45.55,-2.25 45.55,-2.25 45.5,-2.3 45.5))",21.6557465892468,1375.6084720494,776.484634541023,Bay of Biscay and the Iberian Coast,"20E7",7400:352:352:2,45.525,-2.275
"POLYGON ((-4 47.5,-4 47.55,-3.95 47.55,-3.95 47.5,-4 47.5))",20.8728010644773,8384.85968855162,2508.8048156206,Bay of Biscay and the Iberian Coast,"24E6",7400:373:459:2,47.525,-3.975
"POLYGON ((-2 45.3,-2 45.35,-1.95 45.35,-1.95 45.3,-2 45.3))",21.7326054758252,1468.77427610367,337.444527830463,Bay of Biscay and the Iberian Coast,"19E8",7400:351:239:2,45.325,-1.975
"POLYGON ((-4.5 46.85,-4.5 46.9,-4.45 46.9,-4.45 46.85,-4.5 46.85))",21.1300945968488,507.021884680929,39.5129566654174,Bay of Biscay and the Iberian Coast,"22E5",7400:364:384:4,46.875,-4.475
"POLYGON ((-2.45 46.35,-2.45 46.4,-2.4 46.4,-2.4 46.35,-2.45 46.35))",21.3261639181409,1623.40765580827,206.393362474417,Bay of Biscay and the Iberian Coast,"21E7",7400:362:134:3,46.375,-2.425
"POLYGON ((-3.9 47.2,-3.9 47.25,-3.85 47.25,-3.85 47.2,-3.9 47.2))",20.9918877411755,3754.0195913646,1031.63307237764,Bay of Biscay and the Iberian Coast,"23E6",7400:373:228:2,47.225,-3.875
"POLYGON ((-1.65 46.3,-1.65 46.35,-1.6 46.35,-1.6 46.3,-1.65 46.3))",21.345681771724,317.979439813788,42.7134510811206,Bay of Biscay and the Iberian Coast,"21E8",7400:361:236:1,46.325,-1.625
"POLYGON ((-1.35 44.95,-1.35 45.0,-1.3 45.0,-1.3 44.95,-1.35 44.95))",21.8664707789074,843.403649589046,107.125682464095,Bay of Biscay and the Iberian Coast,"18E8",7400:141:393:3,44.975,-1.325
"POLYGON ((-2.35 46.45,-2.35 46.5,-2.3 46.5,-2.3 46.45,-2.35 46.45))",21.2870795034463,1900.64080553712,249.740459291469,Bay of Biscay and the Iberian Coast,"21E7",7400:362:143:3,46.475,-2.325
"POLYGON ((-4.75 47.2,-4.75 47.25,-4.7 47.25,-4.7 47.2,-4.75 47.2))",20.9918877411755,752.381098410027,60.1968137027353,Bay of Biscay and the Iberian Coast,"23E5",7400:374:227:1,47.225,-4.725
"POLYGON ((-1.55 45.75,-1.55 45.8,-1.5 45.8,-1.5 45.75,-1.55 45.75))",21.5593020260853,300.863492379373,39.9976167076023,Bay of Biscay and the Iberian Coast,"20E8",7400:351:475:3,45.775,-1.525
"POLYGON ((-1.9 45.3,-1.9 45.35,-1.85 45.35,-1.85 45.3,-1.9 45.3))",21.7326054758252,972.011483527243,353.943219951313,Bay of Biscay and the Iberian Coast,"19E8",7400:351:238:2,45.325,-1.875
"POLYGON ((-3.15 46.45,-3.15 46.5,-3.1 46.5,-3.1 46.45,-3.15 46.45))",21.2870795034463,982.153648421713,190.128678894396,Bay of Biscay and the Iberian Coast,"21E6",7400:363:141:3,46.475,-3.125
"POLYGON ((-2.15 45.95,-2.15 46.0,-2.1 46.0,-2.1 45.95,-2.15 45.95))",21.4818507573732,735.504691248887,70.3286582015089,Bay of Biscay and the Iberian Coast,"20E7",7400:352:391:3,45.975,-2.125
"POLYGON ((-2.55 45.85,-2.55 45.9,-2.5 45.9,-2.5 45.85,-2.55 45.85))",21.5206091694831,998.734344208012,171.592003078461,Bay of Biscay and the Iberian Coast,"20E7",7400:352:485:3,45.875,-2.525
"POLYGON ((-2 46.3,-2 46.35,-1.95 46.35,-1.95 46.3,-2 46.3))",21.345681771724,1183.49403544393,144.366886043986,Bay of Biscay and the Iberian Coast,"21E8",7400:361:239:2,46.325,-1.975
"POLYGON ((-1.65 44.4,-1.65 44.45,-1.6 44.45,-1.6 44.4,-1.65 44.4))",22.0751800593981,489.443698475649,74.2874753933929,Bay of Biscay and the Iberian Coast,"17E8",7400:141:246:1,44.425,-1.625
"POLYGON ((-1.55 44.0,-1.55 44.05,-1.5 44.05,-1.5 44.0,-1.55 44.0))",22.2256920756553,296.056407032307,30.5851701053468,Bay of Biscay and the Iberian Coast,"17E8",7400:141:205:1,44.025,-1.525
"POLYGON ((-2.7 46.0,-2.7 46.05,-2.65 46.05,-2.65 46.0,-2.7 46.0))",21.4624470048903,859.881220124958,122.165707592682,Bay of Biscay and the Iberian Coast,"21E7",7400:362:206:2,46.025,-2.675
"POLYGON ((-1.4 44.8,-1.4 44.85,-1.35 44.85,-1.35 44.8,-1.4 44.8))",21.9235921300082,1963.88196114384,267.70095793306,Bay of Biscay and the Iberian Coast,"18E8",7400:141:383:2,44.825,-1.375
"POLYGON ((-3.55 46.5,-3.55 46.55,-3.5 46.55,-3.5 46.5,-3.55 46.5))",21.2675129720992,618.415634319546,52.4426905852893,Bay of Biscay and the Iberian Coast,"22E6",7400:363:455:1,46.525,-3.525
"POLYGON ((-2.6 46.45,-2.6 46.5,-2.55 46.5,-2.55 46.45,-2.6 46.45))",21.2870795034463,937.351825288756,99.6580304540426,Bay of Biscay and the Iberian Coast,"21E7",7400:362:245:4,46.475,-2.575
"POLYGON ((-1.35 45.4,-1.35 45.45,-1.3 45.45,-1.3 45.4,-1.35 45.4))",21.6942090746976,666.994293055739,61.9102928067079,Bay of Biscay and the Iberian Coast,"19E8",7400:351:143:1,45.425,-1.325
"POLYGON ((-1.75 44.3,-1.75 44.35,-1.7 44.35,-1.7 44.3,-1.75 44.3))",22.11290921777,405.095192424624,32.7647966966353,Bay of Biscay and the Iberian Coast,"17E8",7400:141:237:1,44.325,-1.725
"POLYGON ((-2.75 47.05,-2.75 47.1,-2.7 47.1,-2.7 47.05,-2.75 47.05))",21.0512154692583,60.6975274940487,7.11539061980912,Bay of Biscay and the Iberian Coast,"23E7",7400:372:207:3,47.075,-2.725
"POLYGON ((-1.9 46.15,-1.9 46.2,-1.85 46.2,-1.85 46.15,-1.9 46.15))",21.4041377390889,722.318860841285,91.0763093664474,Bay of Biscay and the Iberian Coast,"21E8",7400:361:218:4,46.175,-1.875
"POLYGON ((-1.95 45.25,-1.95 45.3,-1.9 45.3,-1.9 45.25,-1.95 45.25))",21.7517788582093,1218.70393089225,141.04294725408,Bay of Biscay and the Iberian Coast,"19E8",7400:351:229:3,45.275,-1.925
"POLYGON ((-1.25 45.1,-1.25 45.15,-1.2 45.15,-1.2 45.1,-1.25 45.1))",21.8091995574642,1042.79177404063,105.626934957148,Bay of Biscay and the Iberian Coast,"19E8",7400:351:112:1,45.125,-1.225
"POLYGON ((-3.85 47.45,-3.85 47.5,-3.8 47.5,-3.8 47.45,-3.85 47.45))",20.8926886710687,6069.94785932502,1827.95261065868,Bay of Biscay and the Iberian Coast,"23E6",7400:373:248:3,47.475,-3.825
"POLYGON ((-2.8 46.2,-2.8 46.25,-2.75 46.25,-2.75 46.2,-2.8 46.2))",21.3846686970431,3528.97938630218,999.157956604073,Bay of Biscay and the Iberian Coast,"21E7",7400:362:227:2,46.225,-2.775
"POLYGON ((-3.35 46.1,-3.35 46.15,-3.3 46.15,-3.3 46.1,-3.35 46.1))",21.4235904809527,671.310802183954,52.4194836417268,Bay of Biscay and the Iberian Coast,"21E6",7400:363:113:1,46.125,-3.325
"POLYGON ((-1.45 45.45,-1.45 45.5,-1.4 45.5,-1.4 45.45,-1.45 45.45))",21.6749860851946,461.291368819053,40.8762844532452,Bay of Biscay and the Iberian Coast,"19E8",7400:351:144:3,45.475,-1.425
"POLYGON ((-5.45 47.15,-5.45 47.2,-5.4 47.2,-5.4 47.15,-5.45 47.15))",21.0116796568646,1295.83994693076,100.717570740091,Bay of Biscay and the Iberian Coast,"23E4",7400:475:114:3,47.175,-5.425
"POLYGON ((-3.75 47.6,-3.75 47.65,-3.7 47.65,-3.7 47.6,-3.75 47.6))",20.8329781798137,5043.12542532123,1537.43485359522,Bay of Biscay and the Iberian Coast,"24E6",7400:373:467:1,47.625,-3.725
"POLYGON ((-3.1 46.55,-3.1 46.6,-3.05 46.6,-3.05 46.55,-3.1 46.55))",21.2479302446158,1749.55749964958,483.857288444046,Bay of Biscay and the Iberian Coast,"22E6",7400:363:350:4,46.575,-3.075
"POLYGON ((-3.75 47.55,-3.75 47.6,-3.7 47.6,-3.7 47.55,-3.75 47.55))",20.8528975623398,4338.20059420398,1328.32971073102,Bay of Biscay and the Iberian Coast,"24E6",7400:373:457:3,47.575,-3.725
"POLYGON ((-3.95 47.05,-3.95 47.1,-3.9 47.1,-3.9 47.05,-3.95 47.05))",21.0512154692583,1258.1348424922,152.468922385627,Bay of Biscay and the Iberian Coast,"23E6",7400:373:209:3,47.075,-3.925
"POLYGON ((-2.55 46.05,-2.55 46.1,-2.5 46.1,-2.5 46.05,-2.55 46.05))",21.4430269078204,4610.11294177657,1258.42727293327,Bay of Biscay and the Iberian Coast,"21E7",7400:362:205:3,46.075,-2.525
"POLYGON ((-5 47.9,-5 47.95,-4.95 47.95,-4.95 47.9,-5 47.9))",20.7131292468321,224.342938620636,19.7482664933,Bay of Biscay and the Iberian Coast,"24E5",7400:374:499:2,47.925,-4.975
"POLYGON ((-2.65 45.1,-2.65 45.15,-2.6 45.15,-2.6 45.1,-2.65 45.1))",21.8091995574642,175.886487318134,13.5075435853038,Bay of Biscay and the Iberian Coast,"19E7",7400:352:216:1,45.125,-2.625
"POLYGON ((-3.35 46.75,-3.35 46.8,-3.3 46.8,-3.3 46.75,-3.35 46.75))",21.169437671766,3427.49288595924,934.115227370574,Bay of Biscay and the Iberian Coast,"22E6",7400:363:373:3,46.775,-3.325
"POLYGON ((-4.35 47.35,-4.35 47.4,-4.3 47.4,-4.3 47.35,-4.35 47.35))",20.9324161370446,1219.70934200897,175.308751680489,Bay of Biscay and the Iberian Coast,"23E5",7400:374:133:3,47.375,-4.325
"POLYGON ((-3.95 47.3,-3.95 47.35,-3.9 47.35,-3.9 47.3,-3.95 47.3))",20.9522559661749,2109.57062498165,582.624926705973,Bay of Biscay and the Iberian Coast,"23E6",7400:373:239:1,47.325,-3.925
"POLYGON ((-1.55 45.45,-1.55 45.5,-1.5 45.5,-1.5 45.45,-1.55 45.45))",21.6749860851946,871.802593010719,363.476578042742,Bay of Biscay and the Iberian Coast,"19E8",7400:351:245:3,45.475,-1.525
"POLYGON ((-3.4 47.05,-3.4 47.1,-3.35 47.1,-3.35 47.05,-3.4 47.05))",21.0512154692583,687.434044492228,128.158697056284,Bay of Biscay and the Iberian Coast,"23E6",7400:373:103:4,47.075,-3.375
"POLYGON ((-4.2 47.7,-4.2 47.75,-4.15 47.75,-4.15 47.7,-4.2 47.7))",20.7930918342857,4480.36360877483,1282.50436157815,Bay of Biscay and the Iberian Coast,"24E5",7400:374:371:2,47.725,-4.175
"POLYGON ((-5.05 47.6,-5.05 47.65,-5 47.65,-5 47.6,-5.05 47.6))",20.8329781798137,1567.04627701797,175.227895276986,Bay of Biscay and the Iberian Coast,"24E4",7400:475:360:1,47.625,-5.025
"POLYGON ((-5.65 47.7,-5.65 47.75,-5.6 47.75,-5.6 47.7,-5.65 47.7))",20.7930918342857,844.608500855913,67.6896378605415,Bay of Biscay and the Iberian Coast,"24E4",7400:475:476:1,47.725,-5.625
"POLYGON ((-1.4 44.65,-1.4 44.7,-1.35 44.7,-1.35 44.65,-1.4 44.65))",21.9805632192634,2210.66577930966,300.199803252405,Bay of Biscay and the Iberian Coast,"18E8",7400:141:363:4,44.675,-1.375
"POLYGON ((-1.75 45.35,-1.75 45.4,-1.7 45.4,-1.7 45.35,-1.75 45.35))",21.7134155431166,650.060490395485,333.845449197601,Bay of Biscay and the Iberian Coast,"19E8",7400:351:237:3,45.375,-1.725
"POLYGON ((-2.8 45.9,-2.8 45.95,-2.75 45.95,-2.75 45.9,-2.8 45.9))",21.5012381504922,714.314226954738,59.3205345658241,Bay of Biscay and the Iberian Coast,"20E7",7400:352:497:2,45.925,-2.775
"POLYGON ((-4.25 47.6,-4.25 47.65,-4.2 47.65,-4.2 47.6,-4.25 47.6))",20.8329781798137,7791.28102017635,2397.26756708603,Bay of Biscay and the Iberian Coast,"24E5",7400:374:362:1,47.625,-4.225
"POLYGON ((-1.85 46.1,-1.85 46.15,-1.8 46.15,-1.8 46.1,-1.85 46.1))",21.4235904809527,681.584243735715,85.0921742375143,Bay of Biscay and the Iberian Coast,"21E8",7400:361:218:1,46.125,-1.825
"POLYGON ((-1.55 45.7,-1.55 45.75,-1.5 45.75,-1.5 45.7,-1.55 45.7))",21.5786238342303,172.031647535475,23.6745431019986,Bay of Biscay and the Iberian Coast,"20E8",7400:351:475:1,45.725,-1.525
"POLYGON ((-1.8 45.5,-1.8 45.55,-1.75 45.55,-1.75 45.5,-1.8 45.5))",21.6557465892468,1239.1598950995,136.710673951592,Bay of Biscay and the Iberian Coast,"20E8",7400:351:457:2,45.525,-1.775
"POLYGON ((-2.35 46.3,-2.35 46.35,-2.3 46.35,-2.3 46.3,-2.35 46.3))",21.345681771724,1672.56631039059,212.837180207948,Bay of Biscay and the Iberian Coast,"21E7",7400:362:133:1,46.325,-2.325
"POLYGON ((-3.25 46.45,-3.25 46.5,-3.2 46.5,-3.2 46.45,-3.25 46.45))",21.2870795034463,714.993168694783,74.136630572772,Bay of Biscay and the Iberian Coast,"21E6",7400:363:142:3,46.475,-3.225
"POLYGON ((-1.75 46.2,-1.75 46.25,-1.7 46.25,-1.7 46.2,-1.75 46.2))",21.3846686970431,1669.29381857618,211.404913878434,Bay of Biscay and the Iberian Coast,"21E8",7400:361:227:1,46.225,-1.725
"POLYGON ((-1.9 45.1,-1.9 45.15,-1.85 45.15,-1.85 45.1,-1.9 45.1))",21.8091995574642,1719.87094997242,662.823255808038,Bay of Biscay and the Iberian Coast,"19E8",7400:351:218:2,45.125,-1.875
"POLYGON ((-2.15 45.6,-2.15 45.65,-2.1 45.65,-2.1 45.6,-2.15 45.6))",21.6172181366362,920.68103511347,270.623626836613,Bay of Biscay and the Iberian Coast,"20E7",7400:352:361:1,45.625,-2.125
"POLYGON ((-1.75 45.55,-1.75 45.6,-1.7 45.6,-1.7 45.55,-1.75 45.55))",21.6364906015059,1117.25638161389,155.389947317376,Bay of Biscay and the Iberian Coast,"20E8",7400:351:457:3,45.575,-1.725
"POLYGON ((-1.85 46.2,-1.85 46.25,-1.8 46.25,-1.8 46.2,-1.85 46.2))",21.3846686970431,967.58334467692,121.013338232519,Bay of Biscay and the Iberian Coast,"21E8",7400:361:228:1,46.225,-1.825
"POLYGON ((-1.8 45.35,-1.8 45.4,-1.75 45.4,-1.75 45.35,-1.8 45.35))",21.7134155431166,1272.11876041462,746.927586133865,Bay of Biscay and the Iberian Coast,"19E8",7400:351:237:4,45.375,-1.775
"POLYGON ((-1.45 45.25,-1.45 45.3,-1.4 45.3,-1.4 45.25,-1.45 45.25))",21.7517788582093,640.599621459424,76.7584946396356,Bay of Biscay and the Iberian Coast,"19E8",7400:351:124:3,45.275,-1.425
"POLYGON ((-2.95 46.95,-2.95 47.0,-2.9 47.0,-2.9 46.95,-2.95 46.95))",21.0906871559989,6424.01901827897,827.622826821882,Bay of Biscay and the Iberian Coast,"22E7",7400:362:499:3,46.975,-2.925
"POLYGON ((-4.9 46.85,-4.9 46.9,-4.85 46.9,-4.85 46.85,-4.9 46.85))",21.1300945968488,580.620804068626,45.0598260190646,Bay of Biscay and the Iberian Coast,"22E5",7400:364:488:4,46.875,-4.875
"POLYGON ((-4.9 47.0,-4.9 47.05,-4.85 47.05,-4.85 47.0,-4.9 47.0))",21.0709593358547,894.319145024521,69.9162519360637,Bay of Biscay and the Iberian Coast,"23E5",7400:374:208:2,47.025,-4.875
"POLYGON ((-1.95 46.4,-1.95 46.45,-1.9 46.45,-1.9 46.4,-1.95 46.4))",21.3066298237563,1056.31327291635,129.417381028089,Bay of Biscay and the Iberian Coast,"21E8",7400:361:249:1,46.425,-1.925
