Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
1989,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,7470,4835,2634
1990,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5599,4972,627
1991,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5967,4754,1213
1992,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,7034,5681,1354
1993,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,6116,5109,1007
1994,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4833,4092,741
1995,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5159,4452,706
1996,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4614,4118,495
1997,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4415,3610,805
1998,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5318,3865,1453
1999,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4357,3209,1148
2000,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4523,3069,1455
2001,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,6267,3730,2537
2002,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,6299,3679,2620
2003,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5863,3886,1977
2004,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5503,3571,1932
2005,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,6689,3991,2698
2006,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,7990,3447,4544
2007,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5587,3176,2411
2008,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5154,3030,2123
2009,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4820,2987,1833
2010,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4673,3398,1275
2011,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4822,3559,1263
2012,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,3532,2520,1012
2013,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,3900,2380,1521
2014,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,4133,2807,1326
2015,nep.fu.2324,crustacean,2021,NA,7.7,NA,NA,5391,3569,1822
2016,nep.fu.2324,crustacean,2021,7.25,7.7,4167,NA,6622,4091,2531
2017,nep.fu.2324,crustacean,2021,7.23,7.7,3373,NA,5799,3412,2387
2018,nep.fu.2324,crustacean,2021,4.21,7.7,3788,NA,3696,2125,1571
2019,nep.fu.2324,crustacean,2021,3.07,7.7,4113,NA,2789,2154,634
2020,nep.fu.2324,crustacean,2021,4.94,7.7,3601,NA,4181,2273,1908
2015,rjn.27.8c,elasmobranch,2020,NA,NA,0.31,NA,26,16,11
2016,rjn.27.8c,elasmobranch,2020,NA,NA,0.44,NA,23,13,11
2017,rjn.27.8c,elasmobranch,2020,NA,NA,0.67,NA,18,15,3
2018,rjn.27.8c,elasmobranch,2020,NA,NA,0.62,NA,28,23,5
2019,rjn.27.8c,elasmobranch,2020,NA,NA,0.63,NA,21,13,8
2015,rjn.27.9a,elasmobranch,2020,NA,NA,1.73,NA,24,20,4
2016,rjn.27.9a,elasmobranch,2020,NA,NA,1.26,NA,100,59,41
2017,rjn.27.9a,elasmobranch,2020,NA,NA,2.74,NA,63,41,22
2018,rjn.27.9a,elasmobranch,2020,NA,NA,2.8,NA,41,25,16
2019,rjn.27.9a,elasmobranch,2020,NA,NA,2.01,NA,46,38,7
2009,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,20,3,17
2010,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,37,2,35
2011,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,67,2,65
2012,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,209,3,206
2013,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,229,0,229
2014,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,242,7,235
2015,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,281,11,270
2016,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,235,14,221
2017,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,352,22,330
2018,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,247,17,230
2019,rju.27.8ab,elasmobranch,2020,NA,NA,NA,NA,322,23,299
2014,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,256,256,2
2015,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,177,177,2
2016,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,164,164,1
2017,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,126,126,1
2018,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,133,133,2
2019,sbr.27.6-8,demersal,2020,NA,NA,NA,NA,98,98,3
2003,syc.27.8abd,elasmobranch,2021,NA,NA,33.037,NA,2819,1366,2281
2004,syc.27.8abd,elasmobranch,2021,NA,NA,129.503,NA,2110,1438,1453
2005,syc.27.8abd,elasmobranch,2021,NA,NA,96.179,NA,2269,1597,672
2006,syc.27.8abd,elasmobranch,2021,NA,NA,86.979,NA,3494,1598,1896
2007,syc.27.8abd,elasmobranch,2021,NA,NA,194.038,NA,3062,1691,1371
2008,syc.27.8abd,elasmobranch,2021,NA,NA,251.816,NA,2804,1863,941
2009,syc.27.8abd,elasmobranch,2021,NA,NA,229.33,NA,3632,1586,2046
2010,syc.27.8abd,elasmobranch,2021,NA,NA,190.113,NA,2738,1415,1323
2011,syc.27.8abd,elasmobranch,2021,NA,NA,228.449,NA,4672,1330,3342
2012,syc.27.8abd,elasmobranch,2021,NA,NA,150.69,NA,6253,1418,4835
2013,syc.27.8abd,elasmobranch,2021,NA,NA,122.162,NA,3456,960,2497
2014,syc.27.8abd,elasmobranch,2021,NA,NA,137.376,NA,5270,838,4432
2015,syc.27.8abd,elasmobranch,2021,NA,NA,173.833,NA,9508,892,8616
2016,syc.27.8abd,elasmobranch,2021,NA,NA,183.407,NA,4399,1002,3397
2017,syc.27.8abd,elasmobranch,2021,NA,NA,NA,NA,7388,1195,6193
2018,syc.27.8abd,elasmobranch,2021,NA,NA,125.641,NA,8149,1093,7056
2019,syc.27.8abd,elasmobranch,2021,NA,NA,223.074,NA,6100,957,5143
2020,syc.27.8abd,elasmobranch,2021,NA,NA,254.355,NA,4419,702,3717
2016,whg.27.89a,demersal,2021,NA,NA,NA,NA,3452,2525,927
2017,whg.27.89a,demersal,2021,NA,NA,NA,NA,2863,1925,938
2018,whg.27.89a,demersal,2021,NA,NA,NA,NA,2194,1539,656
2019,whg.27.89a,demersal,2021,NA,NA,NA,NA,1931,1396,535
2020,whg.27.89a,demersal,2021,NA,NA,NA,NA,1421,1122,299
1987,ane.27.8,pelagic,2020,0.689,NA,20890,NA,15308,15308,NA
1988,ane.27.8,pelagic,2020,0.499,NA,28883,NA,15581,15581,NA
1989,ane.27.8,pelagic,2020,0.532,NA,15492,NA,10614,10614,NA
1990,ane.27.8,pelagic,2020,0.628,NA,53711,NA,34272,34272,NA
1991,ane.27.8,pelagic,2020,0.6,NA,30197,NA,19634,19634,NA
1992,ane.27.8,pelagic,2020,0.518,NA,71862,NA,37885,37885,NA
1993,ane.27.8,pelagic,2020,0.537,NA,73205,NA,40393,40393,NA
1994,ane.27.8,pelagic,2020,0.708,NA,47513,NA,34631,34631,NA
1995,ane.27.8,pelagic,2020,0.722,NA,40301,NA,30115,30115,NA
1996,ane.27.8,pelagic,2020,0.701,NA,46913,NA,34373,34373,NA
1997,ane.27.8,pelagic,2020,0.459,NA,44533,NA,22337,22337,NA
1998,ane.27.8,pelagic,2020,0.349,NA,89921,NA,31617,31617,NA
1999,ane.27.8,pelagic,2020,0.384,NA,67639,NA,27259,27259,NA
2000,ane.27.8,pelagic,2020,0.399,NA,92431,NA,36994,36994,NA
2001,ane.27.8,pelagic,2020,0.444,NA,90363,NA,40149,40149,NA
2002,ane.27.8,pelagic,2020,0.453,NA,38628,NA,17507,17507,NA
2003,ane.27.8,pelagic,2020,0.382,NA,27430,NA,10595,10595,NA
2004,ane.27.8,pelagic,2020,0.528,NA,30661,NA,16361,16361,NA
2005,ane.27.8,pelagic,2020,0.078,NA,14417,NA,1128,1128,NA
2006,ane.27.8,pelagic,2020,0.089,NA,19781,NA,1753,1753,NA
2007,ane.27.8,pelagic,2020,0.005,NA,29775,NA,0,0,NA
2008,ane.27.8,pelagic,2020,0,NA,23806,NA,0,0,NA
2009,ane.27.8,pelagic,2020,0,NA,19916,NA,0,0,NA
2010,ane.27.8,pelagic,2020,0.208,NA,48541,NA,10317,10317,NA
2011,ane.27.8,pelagic,2020,0.123,NA,117841,NA,14530,14530,NA
2012,ane.27.8,pelagic,2020,0.147,NA,97697,NA,14402,14402,NA
2013,ane.27.8,pelagic,2020,0.204,NA,68919,NA,14192,14192,NA
2014,ane.27.8,pelagic,2020,0.225,NA,86898,NA,20126,20126,NA
2015,ane.27.8,pelagic,2020,0.214,NA,131727,NA,28258,28258,NA
2016,ane.27.8,pelagic,2020,0.191,NA,101320,NA,20670,20670,NA
2017,ane.27.8,pelagic,2020,0.282,NA,92245,NA,26450,26450,NA
2018,ane.27.8,pelagic,2020,0.232,NA,132518,NA,30773,30773,NA
2019,ane.27.8,pelagic,2020,0.221,NA,121352,NA,26857,26857,NA
1966,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1967,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1968,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1969,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1970,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1971,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1972,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1973,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,103,103,NA
1974,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
1975,aru.27.6b7-1012,pelagic,2021,NA,NA,NA,NA,0,0,NA
