StockKeyLabel,FisheriesGuild,F_FMSY,catches,landings,discards,FMSY,F,AssessmentYear,Year,SSB_MSYBtrigger,SSB,MSYBtrigger,Status,total
rhg.27.nea,demersal,NA,NA,259,NA,NA,NA,2020,2019,NA,NA,NA,GREY,259
rja.27.nea,elasmobranch,NA,NA,1,NA,NA,NA,2019,2018,NA,NA,NA,GREY,1
rjb.27.89a,elasmobranch,NA,NA,0,NA,NA,NA,2020,2019,NA,NA,NA,GREY,0
rjc.27.8,elasmobranch,NA,NA,513,NA,NA,NA,2020,2019,NA,1.05,NA,GREY,513
rjc.27.9a,elasmobranch,NA,NA,802,NA,NA,NA,2020,2019,NA,2.28,NA,GREY,802
rjh.27.9a,elasmobranch,NA,NA,263,NA,NA,NA,2020,2019,NA,84.28,NA,GREY,263
rjm.27.8,elasmobranch,NA,NA,267,NA,NA,NA,2020,2019,NA,1.63,NA,GREY,267
rjm.27.9a,elasmobranch,NA,NA,90,NA,NA,NA,2020,2019,NA,NA,NA,GREY,90
rjn.27.678abd,elasmobranch,NA,NA,3111,NA,NA,NA,2020,2019,NA,1.699,NA,GREY,3111
rjn.27.8c,elasmobranch,NA,21,13,8,NA,NA,2020,2019,NA,0.63,NA,GREY,21
rjn.27.9a,elasmobranch,NA,46,38,7,NA,NA,2020,2019,NA,2.01,NA,GREY,46
rju.27.8ab,elasmobranch,NA,322,23,299,NA,NA,2020,2019,NA,NA,NA,GREY,322
rju.27.8c,elasmobranch,NA,NA,8,NA,NA,NA,2020,2019,NA,NA,NA,GREY,8
rju.27.9a,elasmobranch,NA,NA,38,NA,NA,NA,2020,2019,NA,NA,NA,GREY,38
rng.27.1245a8914ab,demersal,NA,NA,240,NA,NA,NA,2019,2018,NA,NA,NA,GREY,240
sbr.27.6-8,demersal,NA,98,98,3,NA,NA,2020,2019,NA,NA,NA,GREY,98
sbr.27.9,demersal,NA,NA,60,NA,NA,NA,2020,2019,NA,7.95,NA,GREY,60
sck.27.nea,elasmobranch,NA,NA,0,NA,NA,NA,2019,2018,NA,NA,NA,GREY,0
sdv.27.nea,elasmobranch,NA,NA,3268,NA,NA,NA,2021,2020,NA,1.494,NA,GREY,3268
sho.27.89a,elasmobranch,NA,NA,183,NA,NA,NA,2021,2020,NA,2.162,NA,GREY,183
sol.27.8ab,benthic,1.15151515151515,NA,3219,74,0.33,0.38,2021,2021,0.896415094339623,9502,10600,RED,3219
sol.27.8c9a,benthic,NA,NA,430,0,NA,NA,2021,2020,NA,0.957,NA,GREY,430
syc.27.8abd,elasmobranch,NA,4419,702,3717,NA,NA,2021,2020,NA,254.355,NA,GREY,4419
syc.27.8c9a,elasmobranch,NA,NA,1408,NA,NA,NA,2021,2020,NA,1.65,NA,GREY,1408
tsu.27.nea,demersal,NA,NA,0,NA,NA,NA,2020,2019,NA,NA,NA,GREY,0
usk.27.3a45b6a7-912b,demersal,NA,NA,4065,69,NA,NA,2021,2020,NA,130.4,NA,GREY,4065
whb.27.1-91214,pelagic,1.446875,1460507,1460507,NA,0.32,0.463,2021,2021,1.53100044444444,3444751,2250000,RED,1460507
whg.27.89a,demersal,NA,1421,1122,299,NA,NA,2021,2020,NA,NA,NA,GREY,1421
