Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
2010,ane.27.9a,pelagic,Advice,0.867,0,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2011,ane.27.9a,pelagic,Advice,0.963,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2012,ane.27.9a,pelagic,Advice,0.637,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2013,ane.27.9a,pelagic,Advice,1.71,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2014,ane.27.9a,pelagic,Advice,1.231,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2015,ane.27.9a,pelagic,Advice,0.945,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2016,ane.27.9a,pelagic,Advice,1.56,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2017,ane.27.9a,pelagic,Advice,1.418,0,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2018,ane.27.9a,pelagic,Advice,0.739,0,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2019,ane.27.9a,pelagic,Advice,0.867,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2020,ane.27.9a,pelagic,Advice,1.116,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
2021,ane.27.9a,pelagic,Advice,NA,1,F,SSB,NA,NA,NA,2021,NA,NA,0.52,0.32,NA,NA
1986,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8217,NA,NA,2021,NA,NA,NA,NA,NA,NA
1987,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,7618,NA,NA,2021,NA,NA,NA,NA,NA,NA
1988,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8381,NA,NA,2021,NA,NA,NA,NA,NA,NA
1989,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8821,NA,NA,2021,NA,NA,NA,NA,NA,NA
1990,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,9631,NA,NA,2021,NA,NA,NA,NA,NA,NA
1991,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8779,NA,NA,2021,NA,NA,NA,NA,NA,NA
1992,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8176,NA,NA,2021,NA,NA,NA,NA,NA,NA
1993,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,6567,NA,NA,2021,NA,NA,NA,NA,NA,NA
1994,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,5745,NA,NA,2021,NA,NA,NA,NA,NA,NA
1995,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,6954,NA,NA,2021,NA,NA,NA,NA,NA,NA
1996,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8093,NA,NA,2021,NA,NA,NA,NA,NA,NA
1997,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8116,NA,NA,2021,NA,NA,NA,NA,NA,NA
1998,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,8598,NA,NA,2021,NA,NA,NA,NA,NA,NA
1999,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,6738,NA,NA,2021,NA,NA,NA,NA,NA,NA
2000,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,6644,NA,NA,2021,NA,NA,NA,NA,NA,NA
2001,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,5728,NA,NA,2021,NA,NA,NA,NA,NA,NA
2002,ank.27.78abd,benthic,Advice,NA,NA,F/Fmsy,Biomass Index,6505,NA,NA,2021,NA,NA,NA,NA,NA,NA
2003,ank.27.78abd,benthic,Advice,1.921,1.03,F/Fmsy,Biomass Index,8171,8351,179,2021,NA,NA,NA,NA,NA,NA
2004,ank.27.78abd,benthic,Advice,1.583,1.228,F/Fmsy,Biomass Index,7537,8213,676,2021,NA,NA,NA,NA,NA,NA
2005,ank.27.78abd,benthic,Advice,1.662,1.128,F/Fmsy,Biomass Index,7187,7914,727,2021,NA,NA,NA,NA,NA,NA
2006,ank.27.78abd,benthic,Advice,1.069,1.514,F/Fmsy,Biomass Index,6131,6835,704,2021,NA,NA,NA,NA,NA,NA
2007,ank.27.78abd,benthic,Advice,0.966,1.722,F/Fmsy,Biomass Index,6608,7021,413,2021,NA,NA,NA,NA,NA,NA
2008,ank.27.78abd,benthic,Advice,0.729,2.921,F/Fmsy,Biomass Index,7399,8985,1585,2021,NA,NA,NA,NA,NA,NA
2009,ank.27.78abd,benthic,Advice,1.126,2.187,F/Fmsy,Biomass Index,8287,10400,2113,2021,NA,NA,NA,NA,NA,NA
2010,ank.27.78abd,benthic,Advice,1.189,2.004,F/Fmsy,Biomass Index,8626,10062,1436,2021,NA,NA,NA,NA,NA,NA
2011,ank.27.78abd,benthic,Advice,1.269,1.926,F/Fmsy,Biomass Index,9348,10319,971,2021,NA,NA,NA,NA,NA,NA
2012,ank.27.78abd,benthic,Advice,1.165,2.01,F/Fmsy,Biomass Index,8429,9888,1459,2021,NA,NA,NA,NA,NA,NA
2013,ank.27.78abd,benthic,Advice,1.289,2.345,F/Fmsy,Biomass Index,10475,12760,2285,2021,NA,NA,NA,NA,NA,NA
2014,ank.27.78abd,benthic,Advice,1.468,2.001,F/Fmsy,Biomass Index,9832,12402,2570,2021,NA,NA,NA,NA,NA,NA
2015,ank.27.78abd,benthic,Advice,1.46,1.801,F/Fmsy,Biomass Index,9649,11109,1460,2021,NA,NA,NA,NA,NA,NA
2016,ank.27.78abd,benthic,Advice,1.239,2.419,F/Fmsy,Biomass Index,10220,12660,2441,2021,NA,NA,NA,NA,NA,NA
2017,ank.27.78abd,benthic,Advice,1.107,2.877,F/Fmsy,Biomass Index,11690,13460,1770,2021,NA,NA,NA,NA,NA,NA
2018,ank.27.78abd,benthic,Advice,0.577,4.437,F/Fmsy,Biomass Index,10076,10803,727,2021,NA,NA,NA,NA,NA,NA
2019,ank.27.78abd,benthic,Advice,0.575,4.434,F/Fmsy,Biomass Index,9680,10764,1084,2021,NA,NA,NA,NA,NA,NA
2020,ank.27.78abd,benthic,Advice,0.511,4.416,F/Fmsy,Biomass Index,8676,9531,855,2021,NA,NA,NA,NA,NA,NA
1980,ank.27.8c9a,benthic,Advice,0.96,1.36,Relative fishing pressure,Relative biomass,2110,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1981,ank.27.8c9a,benthic,Advice,1.03,1.36,Relative fishing pressure,Relative biomass,2300,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1982,ank.27.8c9a,benthic,Advice,1.08,1.35,Relative fishing pressure,Relative biomass,2369,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1983,ank.27.8c9a,benthic,Advice,1.02,1.34,Relative fishing pressure,Relative biomass,2379,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1984,ank.27.8c9a,benthic,Advice,0.88,1.27,Relative fishing pressure,Relative biomass,1929,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1985,ank.27.8c9a,benthic,Advice,0.97,1.21,Relative fishing pressure,Relative biomass,1833,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1986,ank.27.8c9a,benthic,Advice,1.39,1.26,Relative fishing pressure,Relative biomass,2563,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1987,ank.27.8c9a,benthic,Advice,1.82,1.36,Relative fishing pressure,Relative biomass,3832,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1988,ank.27.8c9a,benthic,Advice,1.6,1.33,Relative fishing pressure,Relative biomass,3700,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1989,ank.27.8c9a,benthic,Advice,1.35,1.14,Relative fishing pressure,Relative biomass,2578,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1990,ank.27.8c9a,benthic,Advice,1.36,1.05,Relative fishing pressure,Relative biomass,2334,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1991,ank.27.8c9a,benthic,Advice,1.39,0.98,Relative fishing pressure,Relative biomass,2162,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1992,ank.27.8c9a,benthic,Advice,1.63,0.89,Relative fishing pressure,Relative biomass,2111,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1993,ank.27.8c9a,benthic,Advice,1.58,0.82,Relative fishing pressure,Relative biomass,2227,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1994,ank.27.8c9a,benthic,Advice,1.51,0.69,Relative fishing pressure,Relative biomass,1580,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1995,ank.27.8c9a,benthic,Advice,1.66,0.65,Relative fishing pressure,Relative biomass,1843,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1996,ank.27.8c9a,benthic,Advice,1.6,0.63,Relative fishing pressure,Relative biomass,1629,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1997,ank.27.8c9a,benthic,Advice,1.91,0.61,Relative fishing pressure,Relative biomass,1813,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1998,ank.27.8c9a,benthic,Advice,2.06,0.62,Relative fishing pressure,Relative biomass,2089,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
1999,ank.27.8c9a,benthic,Advice,1.73,0.6,Relative fishing pressure,Relative biomass,1879,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2000,ank.27.8c9a,benthic,Advice,1.31,0.56,Relative fishing pressure,Relative biomass,1369,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2001,ank.27.8c9a,benthic,Advice,0.97,0.54,Relative fishing pressure,Relative biomass,1013,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2002,ank.27.8c9a,benthic,Advice,0.86,0.54,Relative fishing pressure,Relative biomass,810,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2003,ank.27.8c9a,benthic,Advice,0.94,0.59,Relative fishing pressure,Relative biomass,934,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2004,ank.27.8c9a,benthic,Advice,0.9,0.63,Relative fishing pressure,Relative biomass,993,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2005,ank.27.8c9a,benthic,Advice,0.9,0.63,Relative fishing pressure,Relative biomass,933,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
2006,ank.27.8c9a,benthic,Advice,1.04,0.66,Relative fishing pressure,Relative biomass,1161,NA,NA,2021,1.7,NA,NA,0.3,1,0.5
